pkSiteId,commonName,siteNumber,latSeconds,longSeconds,dnrverified,projectAddress,altLocDesc,pin,city,xrefSiteNumber,lotPhaseDistrict,fkSubDivisionId,fkWaterWayId,fkCountyId,fkIslandId,fkWaterwayTypeId,subDivisionHasRestriction,subDivisionRestriction,waterwayHasRestriction,waterwayRestriction,totalSiteImpacts,allPermitsLastExpiryDate,marinaLeaseLastExpiryDate,isAllPermitsExpired,isMarinaLeaseExpired,historicalTracking,historicalEventMemos,historicalDeletedSiteRecs,historicalCorpsPermitNums,historicalSiteHistory,isLockedForEdit,fkLastLockedBy,lastLockedAt,systemLockerBit,fkSubDivision,fkWaterWay,fkCounty,fkIsland,fkWaterwayType,siteStructures,coordinates,siteTypes,projectTypes
5593,Sapelo River Marina (Pelican Point Restaurant),08262005_120000AM,113527.8,-292903.236,True,Route 1 Box 1672,Sapelo Avenue,,,,"Multiple, 1515th GMD",-2.0,253,101,-2.0,1,False,,False,,0.24628,2023-04-05T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
8720,"Sapelo River Marina, LLC",01082014_022303PM,113529.06,-292906.188,True,1418 SAPELO AVE NE,,,Townsend,,"Tract 1, 1.68 Acre, 1515th GMD",29.0,253,101,-2.0,24,False,,False,,0.24942,2026-09-30T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5654,"Sapelo Shellfish, LLC (Sea Garden Seafoods)",11072005_120000AM,113370.4944,-292834.944,True,1512 Amason Avenue SE,,074A 0022,Crescent,,,-2.0,58,101,-2.0,3,False,,False,,0.34314,2029-02-28T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
660,Sapelo Woods Community Dock,03141988_120000AM,113664.132,-292732.344,True,1242 Dovie Drive,,0072B 0072,Shellman Bluff,,"Lot 13, Block F, Phase I",406.0,174,101,-2.0,14,False,,False,,0.88872,2017-06-13T00:00:00,2030-07-21T00:00:00,True,False,,,,,,False,-1,,False,,,,,,[],,[],[]
3091,Sapphire Island Betz Creek Community Dock,07121999_120000AM,115266.636,-291453.2568,True,Sapphire Island Rd,Immediately West And South Of The Timber Bridge,,Savannah,,,34.0,22,28,-2.0,3,False,,False,,0.05422,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
2503,Sapphire Island S/d Phase V Bridges,12141998_120000AM,115271.46,-291452.544,True,,Sapphire Island Road,,,10/13/1995;12/14/1998;  7/12/1999; 4/26/2000;  7/2,Phase 5,34.0,22,28,-2.0,3,False,,False,,0.2,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4938,Satilla River Landing POA,02262004_085021AM,111488.076,-294136.884,True,101 Branch Creek Road,,,Woodbine,,"Tract A, Amenity Tract, 31st GMD",407.0,259,23,-2.0,14,False,,False,,0.89302,2019-05-26T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
12452,Satilla River Marsh Island Natural Area & Stafford Island,09232022_111816AM,111483.396,-293360.076,True,,Stafford = Cumberland Sound; Satilla = Satilla,,,,,-2.0,259,23,-2.0,14,False,,False,,0.05193,2028-03-08T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1730,Satilla River Public Dock & City Of Woodbine Boardwalk,10011995_120100AM,111503.556,-294206.688,True,Bedell Ave & E. 1st Street,Fat Godley Bridge,,Woodbine,,,-2.0,259,23,-2.0,14,False,,False,,0.74665,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4520,"Savannah Acid Plant (Kerr-McGee Pigments, Kemira, Tronox, American Cyanamid)",01162003_120000AM,115461.684,-291739.536,True,1 Kerr McGee Road,,,Savannah,06131989_1202; 06251973_1202; 11011988_1200,,-2.0,293,28,-2.0,12,False,,False,,0.00482,2016-11-18T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
871,Savannah Bend Marina,03131990_120200AM,115327.872,-291762.36,True,3500 Macceo Drive,East Bank Of Wilm. River On Macceo Island,30008 01001,Thunderbolt,06101992_120100AM,"Parcel B, 3.85 Acres, 5th GMD",-2.0,320,28,38.0,14,False,,False,,1.89394,2014-01-01T00:00:00,2030-09-17T00:00:00,True,False,,,,,,False,-1,,False,,,,,,[],,[],[]
278,Savannah Boathouse (Williams Seafood),11131975_120000AM,115328.664,-291457.62,True,8020 Hwy. 80 East,Williams Seafood,,Savannah,,"Lot A, 6th GMD, 4.91 Acre",-2.0,41,28,-2.0,14,True,,False,,2.00183,2025-09-10T00:00:00,2031-01-31T00:00:00,True,False,,,,,,False,-1,,False,,,,,,[],,[],[]
5739,"Savannah Bulk Terminals (Liberty, East Coast, Chatham Service Corp.)",02012006_123000PM,115480.98,-291852.0,True,,Harbor St. @ Marine Terminal Drive,,Savannah,10141988_120100PM,,-2.0,260,28,-2.0,14,False,,False,,3.75221,2026-09-10T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1848,Savannah City Hall Ferry Dock & Rousakis Plaza Bulkhead,06071996_120200AM,115494.138,-291924.6588,True,One International Drive,"River St., Between Sylvan Byck & GA Power, E Of Hy",,Savannah,,"Lots 1 To 10, 5th GMD",-2.0,260,28,-2.0,14,False,,False,,0.39141,2021-05-10T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
558,Savannah Marina - Wilmington Partners LLC (Sail Harbor),11121986_120400AM,115228.44,-291589.74,True,606 Wilmington Island Road,"(DBL, The Yachtworks, Dick Long)",10109 01068,Savannah,10302007_121500PM & 09172018_014338PM & 10222004_1,Lot 33,528.0,301,28,67.0,3,False,,False,,0.4479,2030-04-05T00:00:00,2032-09-30T00:00:00,False,False,,,,,,False,-1,,False,,,,,,[],,[],[]
767,Savannah Marine Services,01301989_120000AM,115510.86,-291941.496,True,,RM 14.5,,,09061988_120000AM,,-2.0,260,28,25.0,14,False,,False,,0.10216,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
481,Savannah Resource Recovery Plant (Tronox),06121984_120000AM,115474.5,-291706.308,True,,Kemira Road,,,02132015_124250PM & 01162003_120000AM,,-2.0,320,28,-2.0,14,False,,False,,13.94233,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5014,"Savannah River Landing (The Village At Oglethorpe Landing, CSX, Port Royal Marine Corps)",04082004_120100PM,115482.5028,-291888.2412,True,1000 E President Street,W Of Marriott N Of River Street,2511 & 2616,Savannah,08112006_120000AM & 12122007_120400PM & 01041990_1,"0.28 Acre Portion Of Lamar Canal, 2nd GMD",330.0,260,28,-2.0,14,False,,False,,2.22458,2022-09-26T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
7106,Savannah State Marsh Die Off Study,09292009_011410PM,115265.7108,-291103.3512,True,,Chatham County,,,,,-2.0,293,28,-2.0,12,False,,False,,0.00046,2013-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,30,2017-03-10T13:03:23.02,False,,,,,,[],,[],[]
9499,Savannah State University Marine Science Facility,10192015_105600AM,115249.212,-291818.556,True,2717 Livingston Avenue,,,Savannah,,,-2.0,70,28,-2.0,3,False,,False,,0.32053,2023-05-16T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4998,Savannah Steel Terminal,04012004_100301AM,115557.12,-292006.044,True,355 North Lathrop Avenue,End Of Carolyn St. Between Colonial Oil & Global S,10550 02003 ,Savannah,09141976_120100PM,,-2.0,260,28,-2.0,14,False,,False,,6.81848,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4390,"Savannah Yacht Center (Global Ship Systems, Palmer Johnson & Savannah, Intermarine, Enmark Plant 2)",10012002_015712PM,115554.384,-292003.056,True,301 N. Lathrop Ave,,,Savannah,04141988_120800AM; 01221989_120000AM; 08221989_120,,-2.0,260,28,-2.0,14,False,,False,,24.84853,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
290,Savannah Yacht Club Facility,06091976_120100PM,115268.328,-291664.08,True,730 Bradley Point Road,,,Savannah,,,44.0,299,28,66.0,3,False,,False,,0.15643,2030-11-14T00:00:00,2031-05-30T00:00:00,False,False,,,,,,False,-1,,False,,,,,,[],,[],[]
324,"Scarbrough (Fishermans Paradise, Chatham Yacht Club)",04091979_120300AM,115251.012,-291177.756,True,1 Old US Highway 80,,40024 01003,,07131992_120000AM,TCT NE Section Lazaretto Creek 0.6 Acres,-2.0,190,28,63.0,3,False,,False,,0.07197,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
6158,Sea Island Aquisition LLC (Correll),01022007_100832AM,112485.43512,-292982.12172,True,356 Pikes Bluff Drive,,04-13463,,,"Lot 203, 25th GMD, Phase IV",155.0,117,66,59.0,14,False,,False,,0.16982,2027-09-27T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
552,Sea Island Beach Renourishment Borrow Area & Recycling,10241986_120000AM,112293.792,-292804.308,True,,Between 20th & 36th,,,SPA #149,,-2.0,26,66,53.0,14,False,,False,,5.78512,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
120,Sea Island Golf Course & Residential Tracts,10121972_120100AM,112173.264,-293068.8,True,,"Golf Course, Seaside Tract, Hospital Tract",,St. Simons Island,,,-2.0,177,66,59.0,3,False,,False,,3.48585,2024-04-07T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
2028,"Seabreeze Island Community Dock Association, Inc.",06091997_120000AM,113254.38,-292888.836,True,1 Seabreeze Island,Russels Old Private Dock,,Meridian,4/2/2004 10:25,"35 Ft. Easement Over A Portion Of Lot 4, 1515 GMD",-2.0,163,101,54.0,3,False,,False,,0.04679,2021-09-24T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
594,"Seafood Distributors (Savannah Fish & Oyster, Bay Fish Co., Galtbreath Seafood)",08251987_120300AM,114351.912,-292519.656,True,23756 Hwy 144,Casey Island Of Hwy 144/Bryan Neck Road,,,,"418 W. Bryan St., Savannah",144.0,90,18,-2.0,3,False,,False,,1.75744,2020-05-18T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
153,Seapoint Marine Terminal,06251973_120200AM,115481.304,-291713.076,True,100 Seapoint Blvd,1 Kerr McGee Road,,Savannah,06131989_1202; 01162003_1200; 11011988_1200,,-2.0,260,28,-2.0,14,False,,False,,70.14831,2030-12-11T00:00:00,1900-01-01T00:00:00,False,True,,,,,,True,106,2025-02-26T15:04:36.15,False,,,,,,[],,[],[]
188,Seascape (C-Scape) Community Dock & Pond,04241974_120000AM,114628.284,-292816.08,True,Bwtween 837 & 775 Seascape Drive,2 1/4mi. Upriver From Buttermilk Sound,,,06021995_120000AM,,-2.0,168,18,-2.0,14,False,,False,,1.0044,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1668,Seascape (C-Scape) Community Dock & Pond,06021995_120000AM,114628.176,-292815.612,True,,Bwtween 837 & 775 Seascape Drive,,Richmond Hill,04241974_120000AM,,426.0,168,18,-2.0,14,False,,False,,0.02628,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
2046,Sedgemore Community Dock,06261997_120100AM,112505.652,-293175.288,True,4704 U.S. 17 North,,,Brunswick,,"Lots 1,-3 Deed Restricted",428.0,300,66,-2.0,3,True,,False,,0.55656,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4258,Serenity Bluff Community Dock,08142002_101134AM,113706.0,-292689.0,True,2592 Dallas Bluff Road,Next To 2504 Dallas Bluff Road,,Townsend,,Lot 6,431.0,174,101,-2.0,14,False,,False,,0.16248,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
761,Settlers Bluff Condos & Marina,01121989_120000AM,112924.512,-293179.896,True,,Darien Adjacent To Skippers,,,,,-2.0,81,101,-2.0,14,False,,False,,0.08994,2012-01-01T00:00:00,2023-03-08T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
9624,Shadowlawn LLC,02192016_124131PM,110671.812,-293717.916,True,101 David Porter Court,301 Moeckel Place,135 094R,St. Marys,,"Parcel 2, Phase 3",436.0,32,23,-2.0,3,False,,False,,0.0,2019-05-17T00:00:00,1900-01-01T00:00:00,True,True,"
","
","
","
","
",False,-1,,False,,,,,,[],,[],[]
1812,Shell Point Community Dock,03121996_120000AM,113584.104,-292921.02,True,Shell Point Dock Road NE,Rt. 3 Box 220,,Townsend,,,440.0,258,101,-2.0,14,False,,False,,0.25237,2012-01-01T00:00:00,2026-03-24T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5783,Shell Point Cove,03122006_120000AM,113605.74,-292909.896,True,1972 Marthes Lame NE,Randall Drive & Shell Point Cove Road,0060 0039025,Pine Harbor,,"8 Ft Acess Easement, 22nd GMD",441.0,316,101,-2.0,3,True,,False,,0.53008,2012-01-01T00:00:00,2033-02-28T00:00:00,True,False,,,,,,False,-1,,False,,,,,,[],,[],[]
8748,Shellman Bluff Condominiums,01092014_044312PM,113644.26,-292756.068,True,0 McIntosh Street,NE Of Fisherman's Lodge Road,,,ASSOCIATED W/ 08311998_120000AM,,-2.0,38,101,-2.0,14,False,,False,,0.17407,2016-01-18T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1193,"Shellman Bluff Hotel & Docks (Fishermans Lodge, Kipps Motel)",10071992_120000AM,113654.34,-292752.828,True,1240 River Road NE,River Road & Kipp Street,0072C 0023,Darien,,"Tract I 0.71 & Tract II 0.51 Acres, 22nd GMD",442.0,38,101,-2.0,14,False,,False,,1.30211,2012-01-01T00:00:00,2020-12-31T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1897,Simmons (Mixson),08221996_120100AM,110678.76,-293782.284,True,130 Live Oak Circle,,122F 206,St. Marys,09062006_040840PM,"Lot 206, St. Marys Road",334.0,211,23,-2.0,-2,False,,True,,0.02681,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
339,Simon (Moore),08141979_121000AM,115363.188,-291591.576,True,49 Penrose Drive,,,,,,-2.0,250,28,66.0,3,False,,False,,0.06029,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
2082,"Simpson, Bodamer, Heyward",08251997_120100AM,113111.748,-293012.604,True,1083 Knox Creek Lane,,,,,"Section 2 & 3 Of Parcel A, Hwy 99",-2.0,181,101,-2.0,14,False,,False,,0.13161,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4562,Skidaway State Park,03112003_120000AM,115040.6604,-291787.1784,True,Skidaway State Park,Diamond Causeway E Of Skidaway Narrows Bridge,,,,,253.0,270,28,56.0,14,False,,False,,0.14933,2026-06-17T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
12540,SKIO Fuel Dock,01192023_030245PM,115164.9,-291677.22,True,10 Ocean Science Circle,,,Savannah,,,396.0,270,28,56.0,14,False,,False,,0.04091,2028-06-01T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4912,SKIO Main Dock,02062004_100517AM,115162.2,-291681.504,True,10 Ocean Science Circle,Skidaway Institute Of Oceanography Main Dock,10146 01002,Savannah,03251974_120200AM,,-2.0,270,28,56.0,14,False,,False,,0.26911,2029-03-04T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
12683,SKM HERITAGE HOLDINGS LLC (Marsh Pirate),06292023_033039PM,112925.376,-293172.516,True,100 Screven St,Darien Waterfront - East Of Boat Ramp,D007 0025,Darien,,Lot 9 And 10,-2.0,81,101,-2.0,14,False,,False,,0.07801,2029-04-04T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
6153,Smith,12192006_040029PM,115258.14,-291658.572,True,141 Fairwind Road,Center Portion Of Lot 2,10135 01036,Savannah,,Lot 2-A-2 Recom of Lot 2,44.0,320,28,66.0,14,False,,False,,0.3896,2022-08-22T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
13299,Smith,04082025_092404AM,111890.088,-293655.24,True,"Tract 1, 2, 3 Maiden Creek Landing Phase 2",42 Cayman Ct.,"125R 185A,  125R 185",,,"1, 2, 3. Phase 2",262.0,201,23,-2.0,3,False,,False,,0.08329,2031-05-08T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
189,Smith Dynamite Canal,04241974_120100AM,113655.456,-292745.52,True,Smith Road,Dallas Bluff,,Shellman Bluff,,,442.0,174,101,-2.0,14,False,,False,,0.27548,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
12884,Sorry Charlie's Commercial Dock,01252024_022633PM,115331.544,-291462.984,True,230 East Point Drive,,,Savannah,,,-2.0,41,28,61.0,14,False,,False,,0.1241,2030-03-07T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1290,South Harbor Hammocks (Lufburrow),04281993_120100PM,114908.9976,-291888.0,True,103-206 Noble View,Burnside,,Savannah,,,449.0,43,28,56.0,14,False,,False,,0.59766,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
538,South Harbor Marina,03111986_120100AM,114910.56,-291877.812,True,Lufburrow Way,,10394 01029,Savannah,,Lot B-1-A South Harbor,449.0,43,28,56.0,14,False,,False,,17.61054,2025-08-03T00:00:00,2024-06-25T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1709,"South Newport MB (Tidewaters Solutions, South Newport Village RV)",08111995_120000AM,113928.192,-293008.752,True,39 Sawgrass Lane,,,Riceboro,05292020_025828PM,"Parcel 5, 5-D & 5-C",-2.0,275,92,-2.0,14,False,,False,,0.13342,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
137,Southern Liquid Natural Gas (SLNG) Elba Island (El Paso),12141972_120000AM,115497.972,-291576.996,True,,"Elba Island, RM 7.0",,Savannah,12102018_081724AM,5th GMD,-2.0,260,28,-2.0,14,False,,False,,2025.83723,2019-12-12T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
7956,Southern States Phosphate & Fertilizer,02122013_034716PM,115485.804,-291817.728,True,1750 E. President St.,"Now Known As SeaGate Terminls Savannah, LLC",1-0289-01-009,Savannah,10141988_120100PM & 12181974_120000AM,"3rd GMD, 7.62 Acres",-2.0,260,28,-2.0,14,False,,False,,6.30473,2018-10-18T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
6655,"Spaceport Camden (Union Carbide, Dow, Bayer Crop Sceince, Aventis, Thiokol Chemical, Rhone-Poulenc,",02122008_015446PM,111371.22,-293425.776,True,5954 Union Carbide Road,Harriets Bluff Rd,155 001,Woodbine,,"Tract 4, 31st GMD",-2.0,297,23,-2.0,3,False,,False,,1.55781,2030-04-17T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1361,Spaulding Point Community Dock,09281993_120000AM,113739.084,-292684.248,True,,End Of Zack Street,,Townsend,,,459.0,174,101,-2.0,14,False,,False,,0.21894,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
545,Sportsman's Marina,05131986_120600AM,112970.5884,-293181.7464,True,,New River Road,,,,,-2.0,55,101,-2.0,3,False,,False,,0.46625,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1482,Springfield Canal (Savannah - Ogeechee Canal) Tidegates,05311994_120200AM,115488.612,-291971.052,True,,Oglethorpe Avenue,,,,,-2.0,227,28,-2.0,1,False,,False,,0.24,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
2167,Springfield Plantation Ramp,12041997_120000AM,113825.988,-292741.308,True,Julienton Drive,,,Off Harris Neck Rd.,,Lot 161 Palmetto Point Drive,462.0,174,101,-2.0,14,False,,False,,0.08792,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5439,St. Andrews School,02282005_021312PM,115245.252,-291509.84268,True,,Penn Waller Road,1-0061 -02-009,Savannah,,,-2.0,22,28,67.0,3,False,,False,,0.02704,2012-12-28T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1583,St. Catherines Island,11171994_120000AM,114006.42,-292175.1324,True,,Walburg Creek,,,,,-2.0,311,92,58.0,3,False,,False,,0.1171,1987-04-02T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,79,2019-04-04T10:21:39.5,False,,,,,,[],,[],[]
3696,St. Marys Boardwalk,02162001_120000AM,110596.896,-293598.252,True,,St. Marys Street W & Chelsea Place,,St. Marys,,,-2.0,280,23,-2.0,14,False,,False,,0.09183,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
665,"St. Marys Boat Service (North River Railyard, Davis Boatworks)",03251988_120000AM,110676.852,-293489.964,True,1084 New Point Peter Road,,,,,,-2.0,220,23,-2.0,14,False,,False,,0.04849,2028-04-03T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
306,St. Marys Fishing Pier - Howard Gilman Memorial Park (MacDonell Shipyard),08051977_120100PM,110592.1098,-293582.268,True,,Between Seagrove And Wheeler,,St. Marys,02022001_120000AM,,-2.0,280,23,-2.0,14,False,,False,,0.09883,2013-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5452,"St. Marys Intracoastal Gateway Marina(504, LLC; Sawyer Marina)",03102005_120000AM,110590.416,-293567.004,True,100 Ready Street,City Of St. Marys Dock (East),S41-12-00,St. Marys,,"Lot 14 (Ready St. & E. Stable Alley), 29th GMG",-2.0,280,23,-2.0,14,False,,False,,1.10222,2023-08-27T00:00:00,2033-08-31T00:00:00,True,False,,,,,,False,-1,,False,,,,,,[],,[],[]
271,St. Marys Wastewater Treatment Plant,04081975_120000AM,110600.856,-293556.168,True,,S End Of Weed Street,,,08181989_120000AM,Lot 101 And 102,-2.0,202,23,-2.0,3,False,,False,,1.0,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
10222,St. Simons Land Trust Guale Preserve (Musgrove Plantation),02162017_083522AM,112409.676,-292875.588,True,Lawernce Road,Village Drive,,,,Phase 1,-2.0,337,66,59.0,3,False,,False,,0.01336,2025-11-05T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
299,St.Mary's Marina (Lang's Seafood Restaurant & Cruise Ship Dock),03081977_120000AM,110589.336,-293588.784,True,307 West St. Marys Street,Off Seagrove Street,,St. Marys,,"Lot 169, 29th GMD",-2.0,280,23,-2.0,14,False,,False,,2.25574,2029-07-12T00:00:00,2035-09-30T00:00:00,False,False,,,,,,False,-1,,False,,,,,,[],,[],[]
2557,Stafford Public Park Dock,02081999_120000AM,113523.264,-292902.012,True,,Boundary & Cedar,"Belleville Bluff, 15",Belleville,,Public Park,467.0,258,101,-2.0,14,False,,False,,0.09486,2014-06-10T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
9151,Sterling Creekside Kayak Launch,10312014_085812AM,114895.584,-292647.312,True,,Creekside Subdivison,,Richmond Hill,,,469.0,283,18,-2.0,-2,False,,False,,0.00735,2019-06-13T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5217,Sterling Links Golf Cart Bridge,09022004_120400PM,114894.0,-292646.988,True,,403.2 Acre Tract,,,,,372.0,283,18,-2.0,3,False,,False,,0.06618,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1947,Stoeffer (Sharpe) Dock & Bridge To Hammock,01151997_120200AM,115222.86,-291122.604,True,98 Catalina Drive,Sazarine,10012 01007,Savannah,,,-2.0,261,28,57.0,3,False,,False,,0.09453,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
7326,Stone Street Utility Line Project,08112010_101400AM,115126.9524,-291572.3988,True,,Stone Street,1009804002,Savannah,,"Estate Of M.A. Gillikin, 5th GMD",178.0,135,28,67.0,14,False,,False,,0.039,2016-06-23T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,30,2016-05-03T12:44:14.267,False,,,,,,[],,[],[]
287,Strathy Hall Development,05111976_120000AM,114851.52,-292495.752,True,,Marsh Edge East Of Baylor Road,,,11301989_120000AM,,472.0,227,18,-2.0,14,False,,False,,2.0,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1934,Stringfellow (Dunn)(Langston Private Dock),12041996_120000AM,112458.348,-293003.856,True,401 Mimosa Rd. Ext.,,0415443,St. Simons Island,,,-2.0,117,66,59.0,14,False,,False,,0.05451,2029-03-18T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
291,Suncrest Boulevard,07131976_120000AM,115317.468,-291543.984,True,559 Suncrest Boulevard,Formerly 553 prior to recombination of lots,10082 01025 ,,01212016_112718AM,Lot AA Recombination of Lots A-1B & A2A Sunset,-2.0,301,28,61.0,3,False,,False,,0.01722,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
595,Sutherland Bluff Community Dock,08261987_120000AM,113582.3184,-292803.9264,True,138 Sutherland Bluff Drive,,,Shellman Bluff,,,478.0,258,101,-2.0,14,False,,False,,0.27409,2030-08-29T00:00:00,2009-02-28T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
12399,Sweet Hill Boat Hoist (Unserviceable),07142022_034622PM,114599.7,-292547.952,True,,Between 394 And 346 Sayle Lane,0632105CA,Richmond Hill,,,480.0,296,18,-2.0,14,False,,False,,0.0,1900-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5661,Sylvan Island Access Road & Causeway,11142005_033609PM,115280.892,-291773.16,True,Lawrence Street,Sylvan Island Road,3-0007 -02-014,Thunderbolt,,,-2.0,319,28,60.0,3,False,,False,,0.09366,2029-11-27T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
